Player,scaled_pred,value,rating,rating_scaled
Milot Rashica,-1.6701613560114337,0.21232824337166162,-1.4578331126397721,-1.4661346585494643
Billy Gilmour,-0.3194011925075982,0.19406506554721037,-0.12533612696038782,-0.12595924365006678
Mathias Normann,-0.948893637734122,0.133678163837157,-0.815215473896965,-0.8198139764920017
Josh Sargent,-2.2128347321676114,0.14432975953434107,-2.0685049726332703,-2.080325476337245
Dimitris Giannoulis,-1.036478544740724,0.10372090268456562,-0.9327576420561585,-0.9380334739271914
Sam Byram,-1.505862579963436,0.07106403595637663,-1.4347985440070594,-1.442967354678503
Ozan Kabak,-0.7994103202835662,0.0728361385294805,-0.7265741817540857,-0.7306618945349582
Kieran Dowell,-2.047755707130498,0.07044990630780519,-1.977305800822693,-1.9886007750934322
Angus Gunn,0,0.10398022599235417,0.10398022599235417,0.10467853021699078
Lukas Rupp,0,0.07577368673219106,0.07577368673219106,0.07630945256643855
Adam Idah,0,0.031144068401653256,0.031144068401653256,0.03142265889580606
Jakob Sørensen,0,0.035938312164087244,0.035938312164087244,0.03624452918331962
Przemysław Płacheta,0,0.047983164197937196,0.047983164197937196,0.04835878891174706
Todd Cantwell,0,0.047333685280440706,0.047333685280440706,0.047705567413253026
Andrew Omobamidele,0,0.030186465491694348,0.030186465491694348,0.030459537859919644
Christos Tzolis,0,0.01042099754376321,0.01042099754376321,0.010580172658734122
Christoph Zimmermann,0,0.018425466620131333,0.018425466620131333,0.018630766979592265
Tony Springett,0,0.0175564495233599,0.0175564495233599,0.017756742227013535
Jon Rowe,0,0.00808188963075718,0.00808188963075718,0.008227585784994208
Bali Mumba,0,0.006989911030017701,0.006989911030017701,0.007129314726946639
Thomas Dickson-Peters,0,NA,NA,NA
Liam Gibbs,0,NA,NA,NA
Abu Kamara,0,NA,NA,NA
Jon McCracken,0,NA,NA,NA
Michael McGovern,0,NA,NA,NA
Jonathan Tomkinson,0,NA,NA,NA
