Season_End_Year.x,Squad,Comp.x,Player,Nation.x,Pos.x,Age,Born.x,MP_Playing.x,Starts_Playing.x,Min_Playing.x,Mins_Per_90_Playing.x,Gls,Ast,G_minus_PK,PK,PKatt,CrdY.x,CrdR.x,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected.x,npxG_Expected.x,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,Url.x,Season_End_Year.y,Comp.y,Nation.y,Pos.y,Born.y,Mins_Per_90.x,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected.y,npxG_Expected.y,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url.y,Season_End_Year.x.x,Comp.x.x,Nation.x.x,Pos.x.x,Born.x.x,Mins_Per_90.y,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Url.x.x,Season_End_Year.y.y,Comp.y.y,Nation.y.y,Pos.y.y,Born.y.y,Mins_Per_90.x.x,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Url.y.y,Season_End_Year.x.x.x,Comp.x.x.x,Nation.x.x.x,Pos.x.x.x,Born.x.x.x,Mins_Per_90.y.y,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int.x,Tkl+Int,Clr,Err,Url.x.x.x,Season_End_Year.y.y.y,Comp.y.y.y,Nation.y.y.y,Pos.y.y.y,Born.y.y.y,Mins_Per_90.x.x.x,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,Url.y.y.y,Season_End_Year.x.x.x.x,Comp.x.x.x.x,Nation.x.x.x.x,Pos.x.x.x.x,Born.x.x.x.x,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Url.x.x.x.x,Season_End_Year.y.y.y.y,Comp.y.y.y.y,Nation.y.y.y.y,Pos.y.y.y.y,Born.y.y.y.y,Mins_Per_90.y.y.y,CrdY.y,CrdR.y,2CrdY,Fls,Fld,Off,Crs,Int.y,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Url.y.y.y.y,Season_End_Year.x.x.x.x.x,Comp.x.x.x.x.x,Nation.x.x.x.x.x,Pos.x.x.x.x.x,Born.x.x.x.x.x,MP_Playing.y,Starts_Playing.y,Min_Playing.y,Mins_Per_90_Playing.y,GA,GA90,SoTA,Saves,Save_percent,W,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,Url.x.x.x.x.x,Season_End_Year.y.y.y.y.y,Comp.y.y.y.y.y,Nation.y.y.y.y.y,Pos.y.y.y.y.y,Born.y.y.y.y.y,Mins_Per_90,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,Url.y.y.y.y.y
2021,Benevento,Serie A,Gianluca Lapadula,PER,FW,30,1990,37,29,2563,28.5,8,2,8,0,1,2,0,0.28,0.07,0.35,0.28,0.35,10.2,9.3,3.9,13.2,0.36,0.14,0.49,0.33,0.46,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2021,Serie A,PER,FW,1990,28.5,8,75,28,37.3,2.63,0.98,0.11,0.29,15.5,5,0,1,10.2,9.3,0.12,-2.2,-1.3,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2021,Serie A,PER,FW,1990,28.5,485,432,53,0,4,138,4,17,0,0,0,0,316,92,77,291,102,46,1,16,344,0,7,14,27,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2021,Serie A,PER,FW,1990,28.5,67,2.35,45,0,2,7,10,3,9,0.32,5,0,0,1,3,0,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2021,Serie A,PER,FW,1990,28.5,28,20,2,14,12,6,24,25,18,360,83,23.1,27,165,168,18,6,0,12,7,35,12,0,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2021,Serie A,PER,FW,1990,28.5,819,19,57,370,441,181,761,13,18,72.2,13,1,470,2395,1369,79,27,25,72,45,1232,565,45.9,227,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2021,Serie A,PER,FW,1990,37,2563,69,74.9,28.5,29,79,10,8,32,1,0.86,30,51,-21,-0.74,0.73,34.2,46.1,-11.8,-0.42,0.91,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2021,Serie A,PER,FW,1990,28.5,2,0,0,59,75,34,17,7,20,3,0,0,112,40,98,29,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Benevento,Serie A,Gaetano Letizia,ITA,DF,30,1990,24,18,1570,17.4,3,1,3,0,0,2,0,0.17,0.06,0.23,0.17,0.23,0.4,0.4,1.4,1.8,0.02,0.08,0.1,0.02,0.1,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,2021,Serie A,ITA,DF,1990,17.4,3,13,7,53.8,0.75,0.4,0.23,0.43,22.4,0,0,0,0.4,0.4,0.03,2.6,2.6,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,2021,Serie A,ITA,DF,1990,17.4,887,734,153,30,0,95,33,61,3,1,2,0,497,164,226,130,593,36,120,0,670,6,22,25,24,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,2021,Serie A,ITA,DF,1990,17.4,37,2.12,28,5,1,1,1,1,2,0.11,2,0,0,0,0,0,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,2021,Serie A,ITA,DF,1990,17.4,40,27,25,12,3,14,39,35.9,25,198,58,29.3,111,68,19,38,5,0,33,22,62,34,2,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,2021,Serie A,ITA,DF,1990,17.4,1049,78,384,468,259,17,901,10,18,55.6,12,0,649,3576,2180,82,31,2,9,8,647,601,92.9,27,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,2021,Serie A,ITA,DF,1990,24,1570,65,45.9,17.4,18,79,13,6,26,0,0.88,19,29,-10,-0.57,0.64,18.8,31,-12.2,-0.7,-0.1,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,2021,Serie A,ITA,DF,1990,17.4,2,0,0,15,24,0,61,22,27,0,0,0,155,12,7,63.2,https://fbref.com/en/players/3dd45b70/Gaetano-Letizia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Benevento,Serie A,Lorenzo Montipò,ITA,GK,24,1996,37,37,3330,37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,1236,797,439,167,0,64,42,0,0,0,0,0,493,58,685,105,919,2,0,173,786,5,33,8,3,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,0,0,0,0,0,0,0,NA,0,5,1,20,5,0,0,1,0,0,1,0,0,1,3,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,1346,1142,1342,4,0,0,915,0,0,NA,0,0,569,2824,1369,0,0,0,0,1,539,538,99.8,0,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,3330,90,97.4,37,37,90,37,0,NA,0,0.86,39,74,-35,-0.95,-0.95,41,64.2,-23.2,-0.63,0.63,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,3,0,0,3,7,0,0,0,0,0,2,1,160,0,0,NA,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,37,3330,37,74,2,170,104,58.8,7,11,19,7,18.9,5,4,1,0,20,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo,2021,Serie A,ITA,GK,1996,37,74,4,0,11,6,64.4,0.36,-3.6,-0.1,249,668,37.3,964,172,51.9,40.8,272,61.8,46,375,36,9.6,21,0.57,14.6,https://fbref.com/en/players/c1d95617/Lorenzo-Montipo
2021,Benevento,Serie A,Pasquale Schiattarella,ITA,MF,33,1987,29,26,2247,25,1,1,1,0,0,13,1,0.04,0.04,0.08,0.04,0.08,1.1,1.1,2.8,3.9,0.04,0.11,0.16,0.04,0.16,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,2021,Serie A,ITA,MF,1987,25,1,9,6,66.7,0.36,0.24,0.11,0.17,16.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,2021,Serie A,ITA,MF,1987,25,1374,1272,102,93,5,200,35,6,0,0,0,0,1002,124,248,165,1138,53,5,4,1116,11,15,27,21,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,2021,Serie A,ITA,MF,1987,25,51,2.04,46,1,1,1,1,1,1,0.04,1,0,0,0,0,0,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,2021,Serie A,ITA,MF,1987,25,46,35,29,16,1,20,46,43.5,26,281,106,37.7,131,132,18,29,6,0,23,23,69,39,1,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,2021,Serie A,ITA,MF,1987,25,1559,69,446,1014,204,9,1473,13,18,72.2,16,0,981,4903,2817,91,26,1,20,13,1081,1028,95.1,14,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,2021,Serie A,ITA,MF,1987,29,2247,77,65.7,25,26,83,18,3,27,2,0.79,27,52,-25,-1,-0.23,28.1,46.3,-18.2,-0.73,-0.25,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,2021,Serie A,ITA,MF,1987,25,13,1,0,39,57,1,6,23,35,0,0,0,295,12,8,60,https://fbref.com/en/players/bd84fc61/Pasquale-Schiattarella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Benevento,Serie A,Alessandro Tuia,ITA,DF,30,1990,27,19,1765,19.6,1,0,1,0,0,6,0,0.05,0,0.05,0.05,0.05,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/26c54058/Alessandro-Tuia,2021,Serie A,ITA,DF,1990,19.6,1,7,1,14.3,0.36,0.05,0.14,1,12.2,0,0,0,0.4,0.4,0.06,0.6,0.6,https://fbref.com/en/players/26c54058/Alessandro-Tuia,2021,Serie A,ITA,DF,1990,19.6,786,713,73,27,1,72,28,7,1,0,0,0,525,55,206,97,606,29,42,3,621,5,15,9,9,https://fbref.com/en/players/26c54058/Alessandro-Tuia,2021,Serie A,ITA,DF,1990,19.6,9,0.46,7,0,0,1,0,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/26c54058/Alessandro-Tuia,2021,Serie A,ITA,DF,1990,19.6,53,30,46,5,2,19,30,63.3,11,234,86,36.8,178,50,6,26,8,0,18,30,83,101,1,https://fbref.com/en/players/26c54058/Alessandro-Tuia,2021,Serie A,ITA,DF,1990,19.6,1011,172,605,418,43,12,941,4,7,57.1,4,0,533,2934,1609,29,2,0,6,3,603,594,98.5,0,https://fbref.com/en/players/26c54058/Alessandro-Tuia,2021,Serie A,ITA,DF,1990,27,1765,65,51.6,19.6,19,78,8,8,34,3,1.04,20,34,-14,-0.71,0.43,22.7,29.9,-7.3,-0.37,0.56,https://fbref.com/en/players/26c54058/Alessandro-Tuia,2021,Serie A,ITA,DF,1990,19.6,6,0,0,29,12,0,7,30,30,0,2,0,120,28,15,65.1,https://fbref.com/en/players/26c54058/Alessandro-Tuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Benevento,Serie A,Nicolas Viola,ITA,MF,30,1989,17,12,1036,11.5,5,2,1,4,4,1,0,0.43,0.17,0.61,0.09,0.26,3.8,0.7,1.4,2.1,0.33,0.12,0.44,0.06,0.18,https://fbref.com/en/players/45392b06/Nicolas-Viola,2021,Serie A,ITA,MF,1989,11.5,5,14,4,28.6,1.22,0.35,0.07,0.25,27.1,2,4,4,3.8,0.7,0.05,1.2,0.3,https://fbref.com/en/players/45392b06/Nicolas-Viola,2021,Serie A,ITA,MF,1989,11.5,511,432,79,49,5,65,27,14,25,9,16,0,279,64,168,426,51,23,3,2,342,3,6,14,8,https://fbref.com/en/players/45392b06/Nicolas-Viola,2021,Serie A,ITA,MF,1989,11.5,29,2.52,18,6,2,1,2,0,5,0.43,3,1,1,0,0,0,https://fbref.com/en/players/45392b06/Nicolas-Viola,2021,Serie A,ITA,MF,1989,11.5,16,10,1,11,4,3,22,13.6,19,172,42,24.4,57,90,25,12,3,0,9,16,32,8,0,https://fbref.com/en/players/45392b06/Nicolas-Viola,2021,Serie A,ITA,MF,1989,11.5,625,22,134,352,169,14,555,9,19,47.4,12,2,381,2139,933,25,7,2,13,13,416,365,87.7,10,https://fbref.com/en/players/45392b06/Nicolas-Viola,2021,Serie A,ITA,MF,1989,17,1036,61,30.3,11.5,12,74,6,5,29,10,0.53,10,21,-11,-0.96,-0.05,10.9,20,-9.2,-0.8,-0.22,https://fbref.com/en/players/45392b06/Nicolas-Viola,2021,Serie A,ITA,MF,1989,11.5,1,0,0,16,24,0,14,16,10,0,0,0,121,8,13,38.1,https://fbref.com/en/players/45392b06/Nicolas-Viola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Betis,La Liga,Marc Bartra,ESP,DF,29,1991,19,19,1694,18.8,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.4,0.4,0.8,1.3,0.02,0.04,0.07,0.02,0.07,https://fbref.com/en/players/b742cc0d/Marc-Bartra,2021,La Liga,ESP,DF,1991,18.8,0,11,4,36.4,0.58,0.21,0,0,18,0,0,0,0.4,0.4,0.04,-0.4,-0.4,https://fbref.com/en/players/b742cc0d/Marc-Bartra,2021,La Liga,ESP,DF,1991,18.8,963,913,50,43,0,88,29,4,0,0,0,0,672,74,217,62,822,44,7,5,782,5,15,7,6,https://fbref.com/en/players/b742cc0d/Marc-Bartra,2021,La Liga,ESP,DF,1991,18.8,7,0.37,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0,https://fbref.com/en/players/b742cc0d/Marc-Bartra,2021,La Liga,ESP,DF,1991,18.8,30,10,17,12,1,9,21,42.9,12,207,65,31.4,108,89,10,27,6,0,21,24,54,101,3,https://fbref.com/en/players/b742cc0d/Marc-Bartra,2021,La Liga,ESP,DF,1991,18.8,1158,158,638,530,44,18,1114,6,6,100,6,0,670,3140,1575,47,7,1,4,3,748,738,98.7,3,https://fbref.com/en/players/b742cc0d/Marc-Bartra,2021,La Liga,ESP,DF,1991,19,1694,89,49.5,18.8,19,89,18,0,NA,6,1.47,23,27,-4,-0.21,-0.42,20.1,26.1,-6,-0.32,-0.66,https://fbref.com/en/players/b742cc0d/Marc-Bartra,2021,La Liga,ESP,DF,1991,18.8,3,0,0,33,17,2,4,24,10,0,4,0,178,53,32,62.4,https://fbref.com/en/players/b742cc0d/Marc-Bartra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Betis,La Liga,Claudio Bravo,CHI,GK,37,1983,20,20,1800,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.01,0.01,0,0.01,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,649,442,207,77,0,54,25,0,0,0,0,0,275,19,355,34,509,1,0,81,422,1,16,2,3,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,5,0.25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,0,0,0,0,0,0,2,0,2,3,0,0,3,0,0,1,0,0,1,0,0,0,0,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,701,609,699,3,0,0,496,3,3,100,3,0,352,1701,1041,0,0,0,0,0,313,311,99.4,0,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,1800,90,52.6,20,20,90,20,0,NA,5,1.6,25,25,0,0,0,25.3,24.3,0.9,0.05,0.07,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,3,0,0,0,0,0,0,0,0,0,0,0,89,0,0,NA,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,20,1800,20,25,1.25,69,48,69.6,8,8,4,7,35,5,4,1,0,20,https://fbref.com/en/players/10072610/Claudio-Bravo,2021,La Liga,CHI,GK,1983,20,25,4,0,2,1,27.1,0.34,3.1,0.16,139,358,38.8,519,81,52.4,43,130,66.2,51.3,186,10,5.4,8,0.4,12.8,https://fbref.com/en/players/10072610/Claudio-Bravo
2021,Betis,La Liga,Sergio Canales,ESP,"MF,FW",29,1991,31,28,2498,27.8,8,6,6,2,3,4,0,0.29,0.22,0.5,0.22,0.43,5.4,2.9,5.1,8,0.19,0.18,0.38,0.11,0.29,https://fbref.com/en/players/a6de370d/Sergio-Canales,2021,La Liga,ESP,"MF,FW",1991,27.8,8,45,11,24.4,1.62,0.4,0.13,0.55,21.2,5,2,3,5.4,2.9,0.07,2.6,3.1,https://fbref.com/en/players/a6de370d/Sergio-Canales,2021,La Liga,ESP,"MF,FW",1991,27.8,1745,1619,126,64,7,282,104,46,42,9,20,3,1275,158,312,1551,153,21,13,1,1478,4,36,32,41,https://fbref.com/en/players/a6de370d/Sergio-Canales,2021,La Liga,ESP,"MF,FW",1991,27.8,107,3.86,80,16,4,5,2,0,13,0.47,9,2,1,1,0,0,https://fbref.com/en/players/a6de370d/Sergio-Canales,2021,La Liga,ESP,"MF,FW",1991,27.8,17,11,5,10,2,3,26,11.5,23,289,94,32.5,83,141,65,26,0,0,26,14,31,12,0,https://fbref.com/en/players/a6de370d/Sergio-Canales,2021,La Liga,ESP,"MF,FW",1991,27.8,1958,18,219,1128,777,74,1834,36,47,76.6,37,2,1508,9241,4915,221,90,11,41,30,1785,1563,87.6,125,https://fbref.com/en/players/a6de370d/Sergio-Canales,2021,La Liga,ESP,"MF,FW",1991,31,2498,81,73,27.8,28,87,20,3,17,0,1.65,38,30,8,0.29,1.07,35.3,30.1,5.1,0.19,0.64,https://fbref.com/en/players/a6de370d/Sergio-Canales,2021,La Liga,ESP,"MF,FW",1991,27.8,4,0,0,17,34,2,46,14,11,0,0,0,185,12,28,30,https://fbref.com/en/players/a6de370d/Sergio-Canales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Betis,La Liga,William Carvalho,POR,MF,28,1992,27,12,1223,13.6,2,0,2,0,0,6,1,0.15,0,0.15,0.15,0.15,1.3,1.3,0.5,1.7,0.09,0.03,0.13,0.09,0.13,https://fbref.com/en/players/dee86451/William-Carvalho,2021,La Liga,POR,MF,1992,13.6,2,15,6,40,1.1,0.44,0.13,0.33,16.9,0,0,0,1.3,1.3,0.08,0.7,0.7,https://fbref.com/en/players/dee86451/William-Carvalho,2021,La Liga,POR,MF,1992,13.6,954,931,23,23,2,140,31,2,0,0,0,0,727,96,131,152,757,24,0,1,814,2,10,16,12,https://fbref.com/en/players/dee86451/William-Carvalho,2021,La Liga,POR,MF,1992,13.6,20,1.47,16,0,1,2,1,0,2,0.15,1,0,0,1,0,0,https://fbref.com/en/players/dee86451/William-Carvalho,2021,La Liga,POR,MF,1992,13.6,28,19,10,16,2,5,17,29.4,12,177,51,28.8,51,104,22,13,4,0,9,8,36,24,1,https://fbref.com/en/players/dee86451/William-Carvalho,2021,La Liga,POR,MF,1992,13.6,1080,32,191,779,167,14,1059,16,17,94.1,17,1,746,2878,1445,65,13,0,10,21,904,858,94.9,26,https://fbref.com/en/players/dee86451/William-Carvalho,2021,La Liga,POR,MF,1992,27,1223,45,35.8,13.6,12,77,4,15,20,4,1.56,21,23,-2,-0.15,-0.23,16.5,23.5,-7.1,-0.52,-0.83,https://fbref.com/en/players/dee86451/William-Carvalho,2021,La Liga,POR,MF,1992,13.6,6,1,1,21,17,0,2,8,19,0,0,0,119,35,22,61.4,https://fbref.com/en/players/dee86451/William-Carvalho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Betis,La Liga,Emerson,BRA,DF,21,1999,34,34,2991,33.2,1,4,1,0,0,9,1,0.03,0.12,0.15,0.03,0.15,1.2,1.2,2.2,3.4,0.04,0.07,0.1,0.04,0.1,https://fbref.com/en/players/df8b52a5/Emerson,2021,La Liga,BRA,DF,1999,33.2,1,11,2,18.2,0.33,0.06,0.09,0.5,17,0,0,0,1.2,1.2,0.11,-0.2,-0.2,https://fbref.com/en/players/df8b52a5/Emerson,2021,La Liga,BRA,DF,1999,33.2,1928,1567,361,48,1,221,23,74,1,0,0,0,1196,415,317,158,1359,59,312,11,1565,4,30,46,66,https://fbref.com/en/players/df8b52a5/Emerson,2021,La Liga,BRA,DF,1999,33.2,64,1.93,53,6,1,0,3,1,5,0.15,4,0,0,0,1,0,https://fbref.com/en/players/df8b52a5/Emerson,2021,La Liga,BRA,DF,1999,33.2,96,60,65,24,7,43,82,52.4,39,535,161,30.1,260,192,83,63,7,0,56,67,163,116,1,https://fbref.com/en/players/df8b52a5/Emerson,2021,La Liga,BRA,DF,1999,33.2,2387,128,631,1106,775,85,2046,23,54,42.6,27,2,1386,6329,3551,174,57,20,44,31,1558,1407,90.3,88,https://fbref.com/en/players/df8b52a5/Emerson,2021,La Liga,BRA,DF,1999,34,2991,88,87.5,33.2,34,88,32,0,NA,0,1.71,49,39,10,0.3,2.4,43.8,37.6,6.3,0.19,1.4,https://fbref.com/en/players/df8b52a5/Emerson,2021,La Liga,BRA,DF,1999,33.2,9,1,0,62,75,3,74,67,60,1,1,1,249,56,37,60.2,https://fbref.com/en/players/df8b52a5/Emerson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
